4219,EPSG,4219,"GEOGCS[""Bukit Rimpah"", DATUM[""Bukit Rimpah"", ELLIPSOID[""Bessel 1841"", 6377397.155, 299.1528128]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4220,EPSG,4220,"GEOGCS[""Camacupa"", DATUM[""Camacupa"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4221,EPSG,4221,"GEOGCS[""Campo Inchauspe"", DATUM[""Campo Inchauspe"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4222,EPSG,4222,"GEOGCS[""Cape"", DATUM[""Cape"", ELLIPSOID[""Clarke 1880 (Arc)"", 6378249.145, 293.4663077]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4223,EPSG,4223,"GEOGCS[""Carthage"", DATUM[""Carthage"", ELLIPSOID[""Clarke 1880 (IGN)"", 6378249.2, 293.466021293627]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4224,EPSG,4224,"GEOGCS[""Chua"", DATUM[""Chua"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4225,EPSG,4225,"GEOGCS[""Corrego Alegre"", DATUM[""Corrego Alegre"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4227,EPSG,4227,"GEOGCS[""Deir ez Zor"", DATUM[""Deir ez Zor"", ELLIPSOID[""Clarke 1880 (IGN)"", 6378249.2, 293.466021293627]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4229,EPSG,4229,"GEOGCS[""Egypt 1907"", DATUM[""Egypt 1907"", ELLIPSOID[""Helmert 1906"", 6378200, 298.3]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4230,EPSG,4230,"GEOGCS[""ED50"", DATUM[""European Datum 1950"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4231,EPSG,4231,"GEOGCS[""ED87"", DATUM[""European Datum 1987"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4232,EPSG,4232,"GEOGCS[""Fahud"", DATUM[""Fahud"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4236,EPSG,4236,"GEOGCS[""Hu Tzu Shan"", DATUM[""Hu Tzu Shan"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4237,EPSG,4237,"GEOGCS[""HD72"", DATUM[""Hungarian Datum 1972"", ELLIPSOID[""GRS 1967"", 6378160, 298.247167427]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4238,EPSG,4238,"GEOGCS[""ID74"", DATUM[""Indonesian Datum 1974"", ELLIPSOID[""Indonesian National Spheroid"", 6378160, 298.247]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4239,EPSG,4239,"GEOGCS[""Indian 1954"", DATUM[""Indian 1954"", ELLIPSOID[""Everest 1830 (1937 Adjustment)"", 6377276.345, 300.8017]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4240,EPSG,4240,"GEOGCS[""Indian 1975"", DATUM[""Indian 1975"", ELLIPSOID[""Everest 1830 (1937 Adjustment)"", 6377276.345, 300.8017]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4241,EPSG,4241,"GEOGCS[""Jamaica 1875"", DATUM[""Jamaica 1875"", ELLIPSOID[""Clarke 1880"", 6378249.14480801, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",Clarke's foot,0.304797265
4242,EPSG,4242,"GEOGCS[""JAD69"", DATUM[""Jamaica 1969"", ELLIPSOID[""Clarke 1866"", 6378206.4, 294.978698213898]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4243,EPSG,4243,"GEOGCS[""Kalianpur 1880"", DATUM[""Kalianpur 1880"", ELLIPSOID[""Everest (1830 Definition)"", 6377299.36559538, 300.8017]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",Indian foot,0.30479951
4244,EPSG,4244,"GEOGCS[""Kandawala"", DATUM[""Kandawala"", ELLIPSOID[""Everest 1830 (1937 Adjustment)"", 6377276.345, 300.8017]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4245,EPSG,4245,"GEOGCS[""Kertau 1968"", DATUM[""Kertau 1968"", ELLIPSOID[""Everest 1830 Modified"", 6377304.063, 300.8017]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4246,EPSG,4246,"GEOGCS[""KOC"", DATUM[""Kuwait Oil Company"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
