1088,USERCONFIGURABLE_6,11014
1089,USERCONFIGURABLE_7,11014
1090,USERCONFIGURABLE_8,11014
1091,USERCONFIGURABLE_9,11014
1092,DATA_FILE_AUTO_GROW,11002
1093,LOG_FILE_AUTO_GROW,11002
1094,DATA_FILE_AUTO_SHRINK,11002
1095,LOG_FILE_AUTO_SHRINK,11002
1102,AUDIT_DATABASE_SCOPE_GDR_EVENT,11008
1103,AUDIT_SCHEMA_OBJECT_GDR_EVENT,11008
1104,AUDIT_ADDLOGIN_EVENT,11008
1105,AUDIT_LOGIN_GDR_EVENT,11008
1106,AUDIT_LOGIN_CHANGE_PROPERTY_EVENT,11008
1107,AUDIT_LOGIN_CHANGE_PASSWORD_EVENT,11008
1108,AUDIT_ADD_LOGIN_TO_SERVER_ROLE_EVENT,11008
1109,AUDIT_ADD_DB_USER_EVENT,11008
1110,AUDIT_ADD_MEMBER_TO_DB_ROLE_EVENT,11008
1111,AUDIT_ADD_ROLE_EVENT,11008
1112,AUDIT_APP_ROLE_CHANGE_PASSWORD_EVENT,11008
1114,AUDIT_SCHEMA_OBJECT_ACCESS_EVENT,11008
1115,AUDIT_BACKUP_RESTORE_EVENT,11008
1116,AUDIT_DBCC_EVENT,11008
1117,AUDIT_CHANGE_AUDIT_EVENT,11008
1119,OLEDB_CALL_EVENT,11015
1120,OLEDB_QUERYINTERFACE_EVENT,11015
1121,OLEDB_DATAREAD_EVENT,11015
1122,SHOWPLAN_XML,11006
1125,DEPRECATION_ANNOUNCEMENT,11018
1126,DEPRECATION_FINAL_SUPPORT,11018
1127,EXCHANGE_SPILL_EVENT,11003
1128,AUDIT_DATABASE_MANAGEMENT_EVENT,11008
1129,AUDIT_DATABASE_OBJECT_MANAGEMENT_EVENT,11008
1130,AUDIT_DATABASE_PRINCIPAL_MANAGEMENT_EVENT,11008
1131,AUDIT_SCHEMA_OBJECT_MANAGEMENT_EVENT,11008
1132,AUDIT_SERVER_PRINCIPAL_IMPERSONATION_EVENT,11008
1133,AUDIT_DATABASE_PRINCIPAL_IMPERSONATION_EVENT,11008
1134,AUDIT_SERVER_OBJECT_TAKE_OWNERSHIP_EVENT,11008
1135,AUDIT_DATABASE_OBJECT_TAKE_OWNERSHIP_EVENT,11008
1137,BLOCKED_PROCESS_REPORT,11003
1146,SHOWPLAN_XML_STATISTICS_PROFILE,11006
1148,DEADLOCK_GRAPH,11004
1150,TRACE_FILE_CLOSE,11009
1152,AUDIT_CHANGE_DATABASE_OWNER,11008
1153,AUDIT_SCHEMA_OBJECT_TAKE_OWNERSHIP_EVENT,11008
1155,FT_CRAWL_STARTED,11017
1156,FT_CRAWL_STOPPED,11017
1157,FT_CRAWL_ABORTED,11017
1162,USER_ERROR_MESSAGE,11003
1164,OBJECT_ALTERED,11005
1166,SQL_STMTRECOMPILE,11013
1167,DATABASE_MIRRORING_STATE_CHANGE,11002
1168,SHOWPLAN_XML_FOR_QUERY_COMPILE,11006
1169,SHOWPLAN_ALL_FOR_QUERY_COMPILE,11006
1170,AUDIT_SERVER_SCOPE_GDR_EVENT,11008
1171,AUDIT_SERVER_OBJECT_GDR_EVENT,11008
1172,AUDIT_DATABASE_OBJECT_GDR_EVENT,11008
1173,AUDIT_SERVER_OPERATION_EVENT,11008
1175,AUDIT_SERVER_ALTER_TRACE_EVENT,11008
1176,AUDIT_SERVER_OBJECT_MANAGEMENT_EVENT,11008
1177,AUDIT_SERVER_PRINCIPAL_MANAGEMENT_EVENT,11008
1178,AUDIT_DATABASE_OPERATION_EVENT,11008
1180,AUDIT_DATABASE_OBJECT_ACCESS_EVENT,11008
1194,OLEDB_PROVIDER_INFORMATION,11015
1195,MOUNT_TAPE,11009
1196,ASSEMBLY_LOAD,11020
1198,XQUERY_STATIC_TYPE,11013
1199,QN__SUBSCRIPTION,11021
1200,QN__PARAMETER_TABLE,11021
1201,QN__TEMPLATE,11021
1202,QN__DYNAMICS,11021
1212,BITMAP_WARNING,11003
1213,DATABASE_SUSPECT_DATA_PAGE,11003
1214,CPU_THRESHOLD_EXCEEDED,11003
1235,AUDIT_FULLTEXT,11008
10001,DDL_EVENTS,
10002,DDL_SERVER_LEVEL_EVENTS,10001
10003,DDL_ENDPOINT_EVENTS,10002
10004,DDL_DATABASE_EVENTS,10002
10005,DDL_SERVER_SECURITY_EVENTS,10002
10006,DDL_LOGIN_EVENTS,10005
10007,DDL_GDR_SERVER_EVENTS,10005
10008,DDL_AUTHORIZATION_SERVER_EVENTS,10005
10009,DDL_CREDENTIAL_EVENTS,10005
10010,DDL_SERVICE_MASTER_KEY_EVENTS,10005
10011,DDL_EXTENDED_PROCEDURE_EVENTS,10002
10012,DDL_LINKED_SERVER_EVENTS,10002
10013,DDL_LINKED_SERVER_LOGIN_EVENTS,10012
10014,DDL_MESSAGE_EVENTS,10002
10015,DDL_REMOTE_SERVER_EVENTS,10002
10016,DDL_DATABASE_LEVEL_EVENTS,10001
10017,DDL_TABLE_VIEW_EVENTS,10016
10018,DDL_TABLE_EVENTS,10017
10019,DDL_VIEW_EVENTS,10017
10020,DDL_INDEX_EVENTS,10017
10021,DDL_STATISTICS_EVENTS,10017
10022,DDL_SYNONYM_EVENTS,10016
10023,DDL_FUNCTION_EVENTS,10016
10024,DDL_PROCEDURE_EVENTS,10016
10025,DDL_TRIGGER_EVENTS,10016
10026,DDL_EVENT_NOTIFICATION_EVENTS,10016
10027,DDL_ASSEMBLY_EVENTS,10016
10028,DDL_TYPE_EVENTS,10016
10029,DDL_DATABASE_SECURITY_EVENTS,10016
10030,DDL_CERTIFICATE_EVENTS,10029
10031,DDL_USER_EVENTS,10029
10032,DDL_ROLE_EVENTS,10029
10033,DDL_APPLICATION_ROLE_EVENTS,10029
10034,DDL_SCHEMA_EVENTS,10029
10035,DDL_GDR_DATABASE_EVENTS,10029
10036,DDL_AUTHORIZATION_DATABASE_EVENTS,10029
10037,DDL_SYMMETRIC_KEY_EVENTS,10029
10038,DDL_ASYMMETRIC_KEY_EVENTS,10029
10039,DDL_CRYPTO_SIGNATURE_EVENTS,10029
10040,DDL_MASTER_KEY_EVENTS,10029
10041,DDL_SSB_EVENTS,10016
10042,DDL_MESSAGE_TYPE_EVENTS,10041
10043,DDL_CONTRACT_EVENTS,10041
10044,DDL_QUEUE_EVENTS,10041
10045,DDL_SERVICE_EVENTS,10041
10046,DDL_ROUTE_EVENTS,10041
10047,DDL_REMOTE_SERVICE_BINDING_EVENTS,10041
10048,DDL_XML_SCHEMA_COLLECTION_EVENTS,10016
10049,DDL_PARTITION_EVENTS,10016
10050,DDL_PARTITION_FUNCTION_EVENTS,10049
10051,DDL_PARTITION_SCHEME_EVENTS,10049
10052,DDL_DEFAULT_EVENTS,10016
10053,DDL_EXTENDED_PROPERTY_EVENTS,10016
10054,DDL_FULLTEXT_CATALOG_EVENTS,10016
10055,DDL_PLAN_GUIDE_EVENTS,10016
10056,DDL_RULE_EVENTS,10016
10057,DDL_EVENT_SESSION_EVENTS,10002
