FK__Course__Professo__47DBAE45,1205579333,,1,1173579219,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.737,2019-11-10 11:05:56.737,0,0,0
FK__Course__Classroo__48CFD27E,1221579390,,1,1173579219,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.743,2019-11-10 11:05:56.743,0,0,0
Exam,1237579447,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.750,2019-11-10 11:05:56.760,0,0,0
PK__Exam__297521C76B66E9EE,1253579504,,1,1237579447,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.750,2019-11-10 11:05:56.750,0,0,0
FK__Exam__CourseId__4BAC3F29,1269579561,,1,1237579447,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.750,2019-11-10 11:05:56.750,0,0,0
ExamResults,1285579618,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.757,2019-11-10 11:05:56.757,0,0,0
PK__ExamResu__B66D83E7DC624C87,1301579675,,1,1285579618,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.760,2019-11-10 11:05:56.760,0,0,0
FK__ExamResul__ExamI__4E88ABD4,1317579732,,1,1285579618,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.760,2019-11-10 11:05:56.760,0,0,0
FK__ExamResul__Stude__4F7CD00D,1333579789,,1,1285579618,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.760,2019-11-10 11:05:56.760,0,0,0
Homework,1349579846,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.767,2019-11-10 11:05:56.767,0,0,0
PK__Homework__FDE46A72B4E0424F,1365579903,,1,1349579846,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.767,2019-11-10 11:05:56.767,0,0,0
FK__Homework__Course__52593CB8,1381579960,,1,1349579846,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.767,2019-11-10 11:05:56.767,0,0,0
Attendance,1397580017,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.773,2019-11-10 11:05:56.773,0,0,0
PK__Attendan__8B69261CC53C2D7E,1413580074,,1,1397580017,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.773,2019-11-10 11:05:56.773,0,0,0
FK__Attendanc__Stude__5535A963,1429580131,,1,1397580017,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.773,2019-11-10 11:05:56.773,0,0,0
FK__Attendanc__Cours__5629CD9C,1445580188,,1,1397580017,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.773,2019-11-10 11:05:56.773,0,0,0
CourseEnrollment,1461580245,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.780,2019-11-10 11:05:56.780,0,0,0
PK__CourseEn__E31874CD6DFCDFBD,1477580302,,1,1461580245,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.780,2019-11-10 11:05:56.780,0,0,0
FK__CourseEnr__Cours__59063A47,1493580359,,1,1461580245,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.780,2019-11-10 11:05:56.780,0,0,0
FK__CourseEnr__Stude__59FA5E80,1509580416,,1,1461580245,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.780,2019-11-10 11:05:56.780,0,0,0
TestProcedure,1525580473,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-12 06:30:37.400,2019-11-12 06:30:37.400,0,0,0
QueryNotificationErrorsQueue,1977058079,,1,0,SQ,SERVICE_QUEUE,2009-04-13 12:59:13.483,2009-04-13 12:59:13.483,1,0,0
queue_messages_1977058079,1993058136,,4,1977058079,IT,INTERNAL_TABLE,2009-04-13 12:59:13.483,2019-09-13 17:53:09.130,1,0,0
EventNotificationErrorsQueue,2009058193,,1,0,SQ,SERVICE_QUEUE,2009-04-13 12:59:13.500,2009-04-13 12:59:13.500,1,0,0
queue_messages_2009058193,2025058250,,4,2009058193,IT,INTERNAL_TABLE,2009-04-13 12:59:13.500,2019-09-13 17:53:09.130,1,0,0
ServiceBrokerQueue,2041058307,,1,0,SQ,SERVICE_QUEUE,2009-04-13 12:59:13.500,2009-04-13 12:59:13.500,1,0,0
queue_messages_2041058307,2057058364,,4,2041058307,IT,INTERNAL_TABLE,2009-04-13 12:59:13.500,2019-09-13 17:53:09.133,1,0,0
filestream_tombstone_2073058421,2073058421,,4,0,IT,INTERNAL_TABLE,2019-09-13 17:53:09.027,2019-09-13 17:53:09.173,1,0,0
syscommittab,2089058478,,4,0,IT,INTERNAL_TABLE,2019-09-13 17:53:09.033,2019-09-13 17:53:09.033,1,0,0
filetable_updates_2105058535,2105058535,,4,0,IT,INTERNAL_TABLE,2019-09-13 17:53:09.190,2019-09-13 17:53:09.190,1,0,0
