60,17,1,4
60,18,1,2
60,19,1,5
60,20,1,3
62,1,1,1
62,1,2,2
62,1,3,3
63,1,1,1
63,1,2,2
63,1,3,3
64,1,1,1
64,1,2,2
64,2,1,3
64,2,2,1
64,17,1,2
64,18,1,4
64,19,1,5
64,20,1,6
65,1,1,1
65,1,2,2
65,1,3,3
65,1,4,4
67,1,1,1
67,2,1,2
67,3,1,3
67,3,2,4
68,1,1,1
68,1,2,2
68,1,3,8
69,1,1,1
69,2,1,3
69,2,2,4
69,2,3,1
69,3,1,2
71,1,1,1
72,1,1,1
73,1,1,1
73,1,2,2
74,1,1,1
74,1,2,2
74,1,3,3
74,2,1,4
74,2,2,1
74,2,3,5
74,2,4,2
74,2,5,3
74,17,1,1
74,18,1,3
74,19,1,5
75,1,1,1
75,1,2,2
75,1,3,3
75,1,4,4
75,1,5,5
75,2,1,4
75,2,2,1
75,2,3,5
75,2,4,2
75,2,5,3
75,17,1,1
75,18,1,3
75,19,1,5
78,1,1,1
78,1,2,2
78,1,3,3
78,2,1,4
78,2,2,1
79,1,1,1
79,1,2,2
80,1,1,1
82,1,1,1
82,1,2,2
84,1,1,1
85,1,1,1
85,1,2,2
85,1,3,3
86,1,1,1
86,1,2,2
86,2,1,1
86,2,2,3
86,3,1,1
86,3,2,4
86,3,3,5
87,1,1,1
89,1,1,1
89,2,1,2
89,2,2,3
89,2,3,4
90,1,1,1
90,1,2,2
90,1,3,3
90,2,1,3
91,1,1,1
91,2,1,2
91,2,2,3
91,2,3,4
91,2,4,5
91,2,5,6
91,2,6,7
92,1,1,1
92,1,2,2
93,1,1,1
93,1,2,2
93,2,1,3
93,2,2,1
93,2,3,2
94,1,1,1
94,1,2,2
94,1,3,3
95,1,1,1
95,2,1,2
95,3,1,3
96,1,1,1
96,2,1,2
96,3,1,3
96,3,2,4
96,3,3,5
96,3,4,1
97,1,1,1
97,1,2,2
97,1,3,3
97,2,1,4
97,2,2,2
97,2,3,1
97,17,1,2
97,18,1,3
98,1,1,1
98,1,2,2
98,1,3,3
98,1,4,4
98,1,5,5
98,1,6,8
98,2,1,4
98,2,2,5
98,2,3,3
98,2,4,2
98,2,5,1
98,2,6,8
98,17,1,1
98,18,1,3
101575400,1,1,1
101575400,2,1,2
117575457,1,1,1
117575457,1,2,2
117575457,2,1,1
117575457,2,2,3
117575457,3,1,25
133575514,1,1,1
133575514,2,1,2
149575571,2,1,4
149575571,2,2,3
165575628,1,1,1
165575628,2,1,3
181575685,1,1,1
181575685,2,1,2
181575685,2,2,3
197575742,1,1,1
197575742,2,1,2
213575799,1,1,2
213575799,1,2,3
213575799,1,3,4
213575799,2,1,1
229575856,1,1,1
229575856,2,1,3
245575913,1,1,1
261575970,1,1,1
261575970,2,1,1
277576027,1,1,1
277576027,2,1,3
293576084,1,1,2
293576084,1,2,3
293576084,1,3,4
293576084,1,4,5
293576084,2,1,1
885578193,1,1,1
981578535,1,1,1
981578535,2,1,2
981578535,3,1,3
981578535,4,1,6
1045578763,1,1,1
1093578934,1,1,1
1093578934,2,1,2
1093578934,3,1,3
1093578934,4,1,5
1141579105,1,1,1
1173579219,1,1,1
1173579219,2,1,3
1173579219,3,1,2
1173579219,4,1,4
1237579447,1,1,1
1237579447,2,1,3
1285579618,1,1,1
1285579618,2,1,2
1285579618,3,1,3
1285579618,4,1,4
1285579618,5,1,5
1349579846,1,1,1
1397580017,1,1,1
1461580245,1,1,1
1993058136,1,1,1
1993058136,1,2,2
1993058136,1,3,3
1993058136,1,4,4
1993058136,1,5,5
1993058136,2,1,1
1993058136,2,2,2
1993058136,2,3,3
1993058136,2,4,4
1993058136,2,5,5
1993058136,2,6,9
2025058250,1,1,1
2025058250,1,2,2
2025058250,1,3,3
2025058250,1,4,4
2025058250,1,5,5
2025058250,2,1,1
2025058250,2,2,2
2025058250,2,3,3
2025058250,2,4,4
2025058250,2,5,5
2025058250,2,6,9
2057058364,1,1,1
2057058364,1,2,2
2057058364,1,3,3
2057058364,1,4,4
2057058364,1,5,5
2057058364,2,1,1
2057058364,2,2,2
2057058364,2,3,3
2057058364,2,4,4
2057058364,2,5,5
2057058364,2,6,9
2073058421,1,1,1
2073058421,1,2,2
2073058421,1,3,3
2073058421,2,1,4
2073058421,2,2,5
2073058421,2,3,6
2073058421,2,4,1
2073058421,2,5,2
2073058421,2,6,3
2089058478,1,1,1
2089058478,1,2,2
2089058478,2,1,2
2105058535,1,1,1
2105058535,1,2,2
2105058535,1,3,3
2105058535,1,4,4
2105058535,1,5,5
